expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
引っ越す,ひっこす,to move to a new place of residence,JLPT JLPT_N4,EGeSfwOFZ.,"ย้ายไปยังที่อยู่อาศัยใหม่, ย้ายบ้าน, เคลื่อนย้ายที่อยู่, ย้ายถิ่นฐาน",来月、新しい家に引っ越します。,เดือนหน้าจะย้ายไปบ้านใหม่
冷房,れいぼう,"cooling, air conditioning",JLPT JLPT_N4,stZHJs{qvP,"การทำความเย็น, เครื่องปรับอากาศ, ความเย็น, แอร์",部屋を冷房で涼しくします。,ทำให้ห้องเย็นสบายด้วยเครื่องปรับอากาศ
都合,つごう,"circumstances, convenience",JLPT JLPT_N4,b;szYJp1~0,"สถานการณ์ ความสะดวก, ความเหมาะสม, เรื่องราว, ความสะดวกสบาย",都合がいいですか。,สะดวกไหม
遠慮,えんりょする,"restraint, reserve, hesitate",JLPT JLPT_N4,uqPUmCD*1n,"ความยับยั้งชั่งใจ, ความสงวนท่าที, ความลังเล, เกรงใจ",遠慮しないでください。,กรุณาอย่าเกรงใจ
亡くなる,なくなる,to pass away,JLPT JLPT_N4,Iq_q:mI=}n,"เสียชีวิต, ตาย, จากไป, มรณะ",おじいさんが亡くなりました。,คุณปู่เสียชีวิตแล้ว
科学,かがく,science,Genki Genki_Ln.1 JLPT JLPT_N4,gWOi-(wW;M,"ศาสตร์, วิทยาศาสตร์, ความรู้ทางวิทยาศาสตร์, สาขาวิทยาศาสตร์",科学は面白いです。,วิทยาศาสตร์น่าสนใจ
はっきり,はっきり,"clearly, distinctly",JLPT JLPT_N4,soMm6B)m]t,"ชัดเจน เด่นชัด, อย่างแจ่มแจ้ง, ชัดแจ้ง, แน่ชัด",声がはっきり聞こえます。,ได้ยินเสียงชัดเจน
差し上げる,さしあげる,-- humble expression for あげる --,Genki Genki_Ln.20 JLPT JLPT_N4,zkSrvJWm{I,"-- สำนวนถ่อมตัวสำหรับ あげる --, มอบให้, ถวาย, ให้ (อย่างสุภาพ)",先生にプレゼントを差し上げます。,จะมอบของขวัญให้คุณครู
気持ち,きもち,"feeling, sensation, mood",JLPT JLPT_N4,P!ajdoiyb.,"ความรู้สึก, สัมผัส, อารมณ์, จิตใจ",嬉しい気持ちです。,รู้สึกดีใจ
祖父,そふ,grandfather,JLPT JLPT_N4,ytyAfRG*6x,"คุณปู่, พ่อของพ่อ, คุณปู่ทวด, บรรพบุรุษชาย",祖父は元気です。,คุณปู่แข็งแรงดี
港,みなと,"harbor, port",JLPT JLPT_N4,sHl5)cnUcM,"ท่าเรือ, ท่าเทียบเรือ, ท่าจอดเรือ, ท่า",港で船を見ました。,เห็นเรือที่ท่าเรือ
予約,よやく,reservation,Genki Genki_Ln.10 JLPT JLPT_N4,rSce1JPbkI,"การจอง, การสำรอง, การนัดหมาย, การสั่งจอง",レストランを予約しました。,จองร้านอาหารไว้แล้ว
凄い,すごい,"terrific, great",JLPT JLPT_N4,P~)7jIfH{m,"เยี่ยมยอด ยอดเยี่ยม, สุดยอด, น่าทึ่ง, ดีเลิศ",彼の絵は凄いです。,ภาพวาดของเขายอดเยี่ยมมาก
入学,にゅうがくする,entry to school or university,JLPT JLPT_N4,"jo:/>1,9uU","การเข้าเรียนในโรงเรียนหรือมหาวิทยาลัย, การสอบเข้า, การเป็นนักเรียนใหม่, การสมัครเข้าเรียน",来年、大学に入学します。,ปีหน้าจะเข้ามหาวิทยาลัย
片付ける,かたづける,"to (clean) tidy up (v.t.), to put away",JLPT JLPT_N4,Ef_Twp5ERS,"ทำความสะอาด จัดเก็บให้เรียบร้อย (กริยา) เก็บเข้าที่, จัดเก็บ, เก็บกวาด, จัดระเบียบ",部屋を片付けます。,จัดห้องให้เรียบร้อย
写す,うつす,to copy (v.t.); to photograph,JLPT JLPT_N4,x|L%TU)*iv,"คัดลอก (กริยา); ถ่ายภาพ, ลอก, บันทึกภาพ, ทำสำเนา",写真を写します。,ถ่ายรูป
パソコン,パソコン,(personal) computer,JLPT JLPT_N4,tQ#JE!pNrV,"คอมพิวเตอร์ส่วนบุคคล, พีซี, เครื่องคอมพิวเตอร์, คอมพิวเตอร์ตั้งโต๊ะ",パソコンで宿題をします。,ทำการบ้านด้วยคอมพิวเตอร์
部長,ぶちょう,department (division) manager,Genki Genki_Ln.19 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,O:v<m}n3*n,"ผู้จัดการแผนก (ฝ่าย), หัวหน้าแผนก, ผู้อำนวยการฝ่าย, ผู้บริหารฝ่าย",部長は忙しいです。,ผู้จัดการแผนกยุ่งอยู่
火事,かじ,fire,JLPT JLPT_N4,Kll.Pvc/gB,"ไฟ, ไฟไหม้, เพลิงไหม้, อัคคีภัย",火事ですか。,ไฟไหม้เหรอ
足す,たす,to add (numbers),JLPT JLPT_N4,M:pOTP>t7-,"เพื่อบวก (ตัวเลข), รวม, เพิ่ม, นับรวม",その数に１を足してください。,บวก 1 เข้ากับตัวเลขนั้น
教会,きょうかい,church,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,oA&[8r+GKm,"คริสตจักร, โบสถ์, วัดคริสต์, ศาสนสถานคริสต์",教会で結婚式がありました。,มีงานแต่งงานที่โบสถ์
彼ら,かれら,they (usually male),JLPT JLPT_N4,k?K1].&L.0,"พวกเขา (โดยปกติจะเป็นเพศชาย), คนพวกนั้น, บุคคลเหล่านั้น, พวกผู้ชาย",彼らは友達です。,พวกเขาเป็นเพื่อนกัน
一杯,いっぱい,"full, to the utmost",JLPT JLPT_N4,w&/o{@M=$:,"เต็มเปี่ยม ที่สุด, เต็มที่, เต็มแก้ว, จนเต็ม",コップに水がいっぱいあります。,มีน้ำเต็มแก้ว
アメリカ,アメリカ,"America, U.S.A.",Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_N4,IVipO?aKE#,"อเมริกา สหรัฐอเมริกา, สหรัฐ, ประเทศสหรัฐอเมริกา, เมกา",アメリカへ行きたいです。,อยากไปอเมริกา
男性,だんせい,man; male,JLPT JLPT_N4,r6Y+#Vxx9S,"ชาย; เพศชาย, ผู้ชาย, บุรุษ, คนเพศชาย",男性が多いです。,มีผู้ชายจำนวนมาก
理由,りゆう,reason,JLPT JLPT_N4,P7}t{e2du#,"เหตุผล, มูลเหตุ, สาเหตุ, ข้ออ้าง",理由を教えてください。,บอกเหตุผลให้ฉันหน่อย
生産,せいさんする,production; to produce,JLPT JLPT_N4,pm+O;C4U:>,"การผลิต; เพื่อผลิต, การสร้าง, การทำ, การก่อกำเนิด",この会社は車を生産します。,บริษัทนี้ผลิตรถยนต์
着物,きもの,kimono; Japanese traditional dress,Genki Genki_Ln.13 JLPT JLPT_N4,"A(ZdyF5k,T","กิโมโน; ชุดประจำชาติญี่ปุ่น, เสื้อผ้าญี่ปุ่น, ชุดญี่ปุ่น, เครื่องแต่งกายญี่ปุ่น",彼女は着物を着ています。,เธอกำลังสวมชุดกิโมโน
おもちゃ,おもちゃ,a toy,Genki Genki_Ln.11 JLPT JLPT_N4,Cf`[JaXL7u,"ของเล่น, เครื่องเล่น, ของเด็กเล่น, ของสนุก",子供がおもちゃで遊んでいます。,เด็กๆ กำลังเล่นของเล่น
暮れる,くれる,"to get dark, to come to an end",JLPT JLPT_N4,i-JL+Sl!mg,"มืดลง สิ้นสุดลง, ค่ำลง, พลบค่ำ, อวสาน",日が暮れます。,พระอาทิตย์ตกดิน
釣る,つる,to fish,JLPT JLPT_N4,"GWJ%g`TG,o","เพื่อตกปลา, หาปลา, จับปลา, ล่อปลา",池で魚を釣りました。,ตกปลาที่บ่อน้ำ
～ちゃん,～ちゃん,suffix for familiar (female) person,JLPT JLPT_N4,r2m3z~%1s],"คำต่อท้ายสำหรับบุคคลที่คุ้นเคย (เพศหญิง), จัง, คำเรียกเด็กหญิง, คำเรียกผู้หญิงสนิท",花ちゃん、かわいいね。,ฮานะจัง น่ารักจังเลย
打つ,うつ,"to hit, to strike",JLPT JLPT_N4,pBs^gx/@>a,"ตี, โจมตี, ฟาด, กระแทก",ボールを打ちます。,ตีลูกบอล
あんな,あんな,"such, like that",JLPT JLPT_N4,K%g**4JE#C,"เช่นนั้น เช่นนั้น, แบบนั้น, อย่างนั้น, ลักษณะนั้น",あんなに大きな犬は初めて見ました。,ไม่เคยเห็นสุนัขตัวใหญ่ขนาดนั้นมาก่อน
謝る,あやまる,to apologize,JLPT JLPT_N4,C%+Y^2-4l[,"เพื่อขอโทษ, ขออภัย, กล่าวขอโทษ, สำนึกผิด",遅れてすみません。謝ります。,ขอโทษที่มาสายครับ/ค่ะ
昼間,ひるま,"daytime, during the day",JLPT JLPT_N4,p3^ge-^eJl,"เวลากลางวัน ในระหว่างวัน, กลางวัน, ช่วงกลางวัน, เวลาทำงาน",昼間は暑いです。,ตอนกลางวันอากาศร้อน
教育,きょういく,education,JLPT JLPT_N4,HW9*4`esHu,"การศึกษา, การอบรม, การเรียนรู้, วิชาการ",教育は大切です。,การศึกษามีความสำคัญ
女性,じょせい,woman,JLPT JLPT_N4,E9gO2XIg*K,"ผู้หญิง, สตรี, เพศหญิง, อิสตรี",女性の先生が多いです。,มีอาจารย์ผู้หญิงเยอะ
米,こめ,uncooked rice,JLPT JLPT_N4,"t,HSQDh#2","ข้าวสาร, ข้าวเปลือก, เม็ดข้าว, ข้าว",ご飯に米を炊きます。,หุงข้าวสำหรับทำอาหาร
邪魔,じゃま,"hindrance, intrusion",JLPT JLPT_N4,c]>yivA`ny,"อุปสรรค, การบุกรุก, สิ่งกีดขวาง, การขัดขวาง",邪魔しないでください。,กรุณาอย่ารบกวน
国際,こくさい,international,JLPT JLPT_N4,f~g3tMo97^,"ระหว่างประเทศ, นานาชาติ, สากล, ทั่วโลก",国際会議が開かれます。,จะมีการประชุมนานาชาติ
隅,すみ,corner,JLPT JLPT_N4,eeOvjZ5zl.,"มุม, ซอก, หัวมุม, ขอบมุม",部屋の隅に箱があります。,มีกล่องอยู่ที่มุมห้อง
伺う,うかがう,"humble form of 行く (いく), 聞く (きく) and 来る (くる)",JLPT JLPT_N4,Lmfy{2F]$A,"รูปแบบเรียบง่ายของ 行く (いく), 聞く (きく) และ 来ル (くrum), เข้าเฝ้า, กราบเรียน",明日、田中さんに伺います。,พรุ่งนี้จะไปพบคุณทานากะ
再来週,さらいしゅう,the week after next,JLPT JLPT_N4,kKHM?VM`7o,"สัปดาห์ถัดไป, สองสัปดาห์ข้างหน้า, อีกสองอาทิตย์, สัปดาห์หน้าถัดไป",再来週、旅行に行きます。,จะไปเที่ยวอีกสองสัปดาห์ข้างหน้า
夢,ゆめ,a dream,Genki Genki_Ln.11 JLPT JLPT_N4,lZn7[}J9+0,"ความฝัน, นิมิต, ฝัน, จินตนาการ",昨夜、面白い夢を見ました。,เมื่อคืนฝันเรื่องตลก
喉,のど,throat,JLPT JLPT_N4,c+C3t7I~.8,"คอ, ลำคอ, ส่วนคอ, โคนคอ",喉が痛いです。,เจ็บคอ
最近,さいきん,"recently, nowadays, in recent years, most recent, latest",Genki Genki_Ln.15 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,e2RD]Myt9A,"เมื่อไม่นานมานี้ ในปัจจุบัน ในช่วงไม่กี่ปีที่ผ่านมา ล่าสุด, ระยะนี้, ทุกวันนี้, ปัจจุบันนี้",最近、忙しいです。,ช่วงนี้ยุ่งมาก
周り,まわり,surroundings,JLPT JLPT_N4,fhT%f*K[Vx,"สภาพแวดล้อม, รอบๆ, บริเวณโดยรอบ, สิ่งแวดล้อม",駅の周りに店がたくさんあります。,มีร้านค้ามากมายรอบสถานี
歴史,れきし,history,Genki Genki_Ln.1 Genki_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,lQ}Sxv&`A!,"ประวัติศาสตร์, เรื่องราวในอดีต, พงศาวดาร, อดีตกาล",日本の歴史を勉強します。,จะเรียนประวัติศาสตร์ญี่ปุ่น
不便,ふべん,inconvenience,JLPT JLPT_N4,C!<M[IO(?_,"ความไม่สะดวก, ความลำบาก, ความยุ่งยาก, การไม่สะดวก",この町は不便です。,เมืองนี้ไม่สะดวก
血,ち,blood,JLPT JLPT_N4,0ihaC]*Q^,"เลือด, โลหิต, สายเลือด, เลือดฝาด",怪我をして血が出ました。,บาดเจ็บจนเลือดออก
～続ける,～つづける,to continue doing ~,JLPT JLPT_N4,JHO_m/Gf)j,"เพื่อดำเนินการต่อไป ~, ทำต่อไป, ทำเรื่อยไป, สานต่อ",勉強し続けます。,จะเรียนต่อไปเรื่อยๆ
毛,け,"hair, fur",JLPT JLPT_N4,gsy(C|!IEU,"ขน, เส้นผม, ขนบนร่างกาย, ขนของสัตว์",猫の毛が服につきました。,ขนแมวติดเสื้อ
ひどい,ひどい,"terrible, awful, unfair, cruel",Genki Genki_Ln.21 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,M6<?LBefmj,"แย่มาก น่ากลัว ไม่ยุติธรรม โหดร้าย, เลวร้าย, ร้ายกาจ, ทารุณ",ひどい雨が降っています。,ฝนตกหนักมาก
例えば,たとえば,"for example, e.g.",Genki Genki_Ln.17 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,n/o*9@bFx6,"ตัวอย่างเช่น เช่น, อาทิ, ดังเช่น, ยกตัวอย่าง",例えば、りんごが好きです。,เช่น ยกตัวอย่างเช่น แอปเปิ้ล
中々,なかなか,"very, considerably, quite",JLPT JLPT_N4,@YWCVJq=),"มาก มากพอสมควร ค่อนข้างมาก, จริงๆ, พอสมควร, อย่างยิ่ง",この映画はなかなか面白いです。,หนังเรื่องนี้ค่อนข้างน่าสนใจ
随分,ずいぶん,extremely,JLPT JLPT_N4,NMl:D%#1zF,"อย่างที่สุด, มากจริงๆ, อย่างมาก, อย่างสุดซึ้ง",彼は随分日本語が上手です。,เขาเก่งภาษาญี่ปุ่นมากทีเดียว
～やすい,～やすい,easy to do ~,JLPT JLPT_N4,exjp1w(~N7,"ทำได้ง่ายๆ ~, ง่ายต่อการทำ, ทำได้ไม่ยาก, สะดวกในการทำ",このボタンは押しやすいです。,ปุ่มนี้กดง่าย
押し入れ,おしいれ,closet,JLPT JLPT_N4,Al&#S)GWr$,"ตู้เสื้อผ้า, ห้องเก็บของ, ตู้บิวท์อิน, ที่เก็บของ",押し入れに布団があります。,มีฟูกนอนอยู่ในตู้เก็บของ
電灯,でんとう,electric light,JLPT JLPT_N4,jodPP9K~W{,"ไฟฟ้า, แสงไฟ, โคมไฟ, หลอดไฟ",電灯をつけてください。,กรุณาเปิดไฟ
叱る,しかる,to scold,JLPT JLPT_N4,LMzmk?%TI!,"ดุด่า, ตำหนิ, ว่ากล่าว, ประณาม",先生が子供を叱ります。,คุณครูดุเด็ก
サンダル,サンダル,sandal,JLPT JLPT_N4,nKx7m0Vnj8,"รองเท้าแตะ, เกี๊ยะ, รองเท้ารัดส้น, รองเท้าเปิดส้น",夏はサンダルを履きます。,หน้าร้อนจะใส่รองเท้าแตะ
びっくりする,びっくりする,to be surprised,Genki Genki_Ln.21 JLPT JLPT_N4,Cr@7!m+n{m,"ที่จะประหลาดใจ, ตกใจ, แปลกใจ, ตื่นตระหนก",突然の音にびっくりしました。,ตกใจกับเสียงที่ดังขึ้นมาทันที
うまい,うまい,delicious; skillful; fortunate,JLPT JLPT_N4,"C`4~Q!,KRn","อร่อย; เก่งกาจ; โชคดี, เลิศรส, ชำนาญ, มีวาสนา",この寿司はうまいです。,ซูชินี้อร่อยมาก
変える,かえる,"to change, to alter, to vary",JLPT JLPT_N4,x+80xLQg^-,"เปลี่ยนแปลง แก้ไข ปรับเปลี่ยน, เปลี่ยน, สับเปลี่ยน, ดัดแปลง",計画を変えます。,เปลี่ยนแผน
講堂,こうどう,auditorium,JLPT JLPT_N4,ktg9A%:iyA,"หอประชุม, ห้องประชุม, โรงเรียน, อาคารเรียนรวม",講堂で卒業式があります。,มีพิธีจบการศึกษาที่หอประชุม
子,こ,child,JLPT JLPT_N4,u.wVLBCC7[,"เด็ก, ลูก, บุตร, เยาวชน",可愛い子ですね。,เป็นเด็กที่น่ารักจัง
沸かす,わかす,to boil,JLPT JLPT_N4,"d,.x::f0>g","ต้ม, เดือด, ทำให้น้ำเดือด, ลวก",お湯を沸かします。,ต้มน้ำให้เดือด
レジ,レジ,register,JLPT JLPT_N4,m?VOxpy?_K,"ลงทะเบียน, เครื่องบันทึกเงิน, แคชเชียร์, จุดชำระเงิน",レジでお金を払います。,จ่ายเงินที่เคาน์เตอร์
しばらく,しばらく,little while,JLPT JLPT_N4,w1JlkP{0C8,"สักพักหนึ่ง, ชั่วครู่, พักใหญ่, ระยะหนึ่ง",しばらくお待ちください。,กรุณารอสักครู่
特に,とくに,particularly,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Qf=L0@hP&F,"โดยเฉพาะ, โดยเฉพาะอย่างยิ่ง, เป็นพิเศษ, จำเพาะเจาะจง",特に好きな果物は何ですか。,ผลไม้ที่ชอบเป็นพิเศษคืออะไร
空く,あく,"to open, to become empty (vacant)",JLPT JLPT_N4,Cg0$u|Ogik,"เปิดออก, กลายเป็นว่างเปล่า (ว่าง), ว่างลง, เปิดโล่ง",部屋が空きました。,ห้องว่างแล้ว
計画,けいかくする,"plan, project, schedule",JLPT JLPT_N4,s2fE.u9}xk,"วางแผน, โครงการ, กำหนดการ, แผนการ",新しい計画を立てます。,จะวางแผนใหม่
通り,とおり,"~ Street, ~ Avenue",JLPT JLPT_N4,QBI<)8t#SN,"ถนน ~ อเวนิว ~, เส้นทาง, ทางเดิน, ซอย",この通りをまっすぐ行ってください。,กรุณาไปตรงไปตามถนนเส้นนี้
下着,したぎ,underwear,JLPT JLPT_N4,tFl(JKOvJ3,"ชุดชั้นใน, เสื้อใน, กางเกงใน, ชุดใน",下着を洗います。,ซักชุดชั้นใน
経済,けいざい,"economics, finance, economy",JLPT JLPT_N4,rJHgD<t_i_,"เศรษฐศาสตร์ การเงิน เศรษฐกิจ, การคลัง, การค้า, ทรัพย์สิน",経済を勉強します。,จะศึกษาวิชาเศรษฐศาสตร์
こう,こう,"like this, this way",JLPT JLPT_N4,Q%+*%s6}J9,"แบบนี้ ทางนี้, อย่างนี้, ท่านี้, เช่นนี้",こうやって作ります。,ทำแบบนี้
是非,ぜひ,"certainly, by all means; without fail",Genki Genki_Ln.9 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,kray(3KD^X,"แน่นอนที่สุด โดยไม่ขาดตกบกพร่อง, อย่างแน่นอน, อย่างยิ่ง, ให้ได้",是非、来てください。,กรุณามาให้ได้นะครับ/นะคะ
裏,うら,"reverse side, back",JLPT JLPT_N4,pQ2heE~587,"ด้านหลัง, ข้างหลัง, หลัง, ส่วนหลัง",山の裏に町があります。,มีเมืองอยู่ด้านหลังภูเขา
為,ため,"good, advantage, in order to",JLPT JLPT_N4,Fly+C7B(R*,"ดี, ข้อได้เปรียบ, เพื่อที่จะ, ประโยชน์",みんなの為に働きます。,จะทำงานเพื่อทุกคน
おいでになる,おいでになる,(hon.) to be,JLPT JLPT_N4,ok-j:Fq]#X,"(เกียรตินิยม) ที่จะ, อยู่ที่, มาที่, ไปที่",先生がおいでになります。,คุณครูมาถึงแล้ว
変わる,かわる,"to change (v.i.), to be transformed, to vary",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,N?)pR_`l)L,"เปลี่ยนแปลง (กริยาไม่ต้องการกรรม) ถูกแปลงสภาพ เปลี่ยนแปลง, ผันแปร, แปรเปลี่ยน, ปรับเปลี่ยน",天気が変わります。,อากาศเปลี่ยนแปลง
以外,いがい,"other than, with the exception of, excepting",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,io5npAJ^ZJ,"นอกเหนือจากนั้น ยกเว้น ยกเว้น, นอกจาก, เว้นแต่, นอกเหนือ",これ以外に何かありますか。,มีอย่างอื่นนอกจากนี้ไหม
済む,すむ,"to finish, to end",JLPT JLPT_N4,eQV4%/qxB),"จบ, สิ้นสุด, เสร็จสิ้น, เสร็จ",これで仕事が済みます。,งานเสร็จสิ้นเท่านี้
ハンバーグ,ハンバーグ,hamburger steak,JLPT JLPT_N4,zs3r)kO4N*,"สเต็กแฮมเบอร์เกอร์, แฮมเบอร์เกอร์, สเต็กเนื้อบด, เนื้อบดปั้น",ハンバーグを食べました。,กินแฮมเบอร์เกอร์
市,し,city,JLPT JLPT_N4,rXed<x$qC(,"เมือง, นคร, ตัวเมือง, เทศบาลนคร",この市は大きいです。,เมืองนี้ใหญ่
引き出し,ひきだし,drawer,JLPT JLPT_N4,tGG+yHdqmL,"ลิ้นชัก, กล่องชัก, ตู้ลิ้นชัก, ชั้นลิ้นชัก",引き出しの中に本があります。,มีหนังสืออยู่ในลิ้นชัก
遊び,あそび,play,JLPT JLPT_N4,"O8zue,3OP7","เล่น, การละเล่น, ความสนุกสนาน, หยอกล้อ",子供たちの遊び場です。,เป็นที่เล่นของเด็กๆ
支度,したくする,preparation,JLPT JLPT_N4,QsqU&|{INc,"การตระเตรียม, การจัดเตรียม, การเตรียมพร้อม, การจัดหา",外出の支度をします。,เตรียมตัวจะออกไปข้างนอก
～始める,～はじめる,to start doing ~,JLPT JLPT_N4,BA.Jz]NK1.,"เพื่อเริ่มต้นทำ ~, เริ่มต้น, เริ่ม, ลงมือทำ",歌い始めます。,เริ่มร้องเพลง
見える,みえる,to be visible; -- polite verb meaning 来る (くる) --,Genki Genki_Ln.15 JLPT JLPT_N4,cEonZn&vE$,"มองเห็นได้; -- กริยาสุภาพ แปลว่า 来RU (くな) --, ปรากฏ, เห็น, มาเยือน",遠くから人が見えます。,มองเห็นคนจากที่ไกลๆ
十分,じゅうぶん,enough,JLPT JLPT_N4,vgB;={Nvrv,"เพียงพอ, พอเพียง, พอ, เพียงพอแล้ว",十分な時間があります。,มีเวลาเพียงพอ
音,おと,"sound, note",Genki Genki_Ln.20 JLPT JLPT_N4,y~nFfa-~?d,"เสียง, โน้ต, สุ้มเสียง, ทำนอง",鳥の音が聞こえます。,ได้ยินเสียงนก
きっと,きっと,"surely, definitely, undoubtedly, certainly",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,>[X6H]9HU,"แน่นอน อย่างแน่นอน ไม่ต้องสงสัยเลย เด็ดขาด, รับรอง, ชัวร์, แน่ๆ",きっと大丈夫です。,แน่นอนว่าไม่เป็นไร
まず,まず,"first (of all), to start with",Genki Genki_Ln.18 JLPT JLPT_N4,b.U+m9N1DV,"ประการแรก (ก่อนอื่นเลย) เริ่มจาก, อันดับแรก, ขั้นแรก, สิ่งแรก",まず、手を洗ってください。,ก่อนอื่น กรุณาล้างมือ
遠く,とおく,"far away, distant",JLPT JLPT_N4,P.EKUt5=[B,"ไกลแสนไกล, ห่างไกล, สุดลูกหูลูกตา, ไกลโพ้น",遠くへ行きたいです。,อยากไปที่ไกลๆ
大体,だいたい,approximately; in most cases; in general; to begin with (same as もともと),Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,PoQwq(:pGi,"ประมาณ; ในกรณีส่วนใหญ่ โดยทั่วไป; เริ่มต้นด้วย (เหมือนกับ もともと), ราวๆ, โดยทั่วไปแล้ว, โดยพื้นฐาน",大体わかりました。,พอจะเข้าใจโดยทั่วไปแล้ว
折れる,おれる,"to break, to be folded, to give in; to turn (a corner)",JLPT JLPT_N4,"C>N,+q5aTm","แตกหัก, พับงอ, ยอมแพ้; พลิกผัน (จุดเปลี่ยน), ยอมจำนน",枝が折れました。,กิ่งไม้หัก
正しい,ただしい,correct,JLPT JLPT_N4,ynVxN8fR|I,"ถูกต้อง, ถูกต้องแล้ว, ถูก, ใช่",これは正しい答えです。,นี่คือคำตอบที่ถูกต้อง
輸入,ゆにゅう,import,JLPT JLPT_N4,c#?sbZfFpt,"นำเข้า, การนำเข้า, ของนำเข้า, สินค้านำเข้า",新しい車を輸入します。,จะนำเข้ารถยนต์ใหม่
返事,へんじ,"reply, answer",JLPT JLPT_N4,KqUGjMWU_#,"ตอบกลับ, ตอบ, คำตอบ, การตอบ",返事が来ません。,ยังไม่ได้รับคำตอบ
都,と,metropolitan,JLPT JLPT_N4,OcM{?!kX-7,"มหานคร, กรุง, เขตเมืองหลวง, นครหลวง",東京は日本の都です。,โตเกียวเป็นเมืองหลวงของญี่ปุ่น
産業,さんぎょう,industry,JLPT JLPT_N4,r<I`MSX5aQ,"อุตสาหกรรม, การผลิต, ภาคอุตสาหกรรม, ธุรกิจ",様々な産業があります。,มีอุตสาหกรรมหลากหลาย
伝える,つたえる,"to convey (a message); to tell, to report",Genki Genki_Ln.20 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,"z>dT,I0S3h","เพื่อถ่ายทอด (ข้อความ); เพื่อบอกเล่า, เพื่อรายงาน, บอกกล่าว, แจ้ง",先生に伝えます。,จะแจ้งให้คุณครูทราบ
お金持ち,かねもち; おかねもち,rich person,JLPT JLPT_N4,H?Z`hWb&65,"คนรวย, เศรษฐี, ผู้มั่งคั่ง, ผู้มีอันจะกิน",田中さんはお金持ちです。,คุณทานากะรวยมาก
説明,せつめい,explanation,JLPT JLPT_N4,jzx*<D-6cG,"คำอธิบาย, การชี้แจง, ข้ออธิบาย, คำชี้แจง",説明をお願いします。,กรุณาอธิบายให้หน่อย
島,しま,island,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,AOZjwUDN5g,"เกาะ, ดินแดนกลางน้ำ, หมู่เกาะ, เกาะเล็กเกาะน้อย",日本には島がたくさんあります。,ญี่ปุ่นมีเกาะมากมาย
道具,どうぐ,tool,JLPT JLPT_N4,Me$$/AnEcv,"เครื่องมือ, อุปกรณ์, เครื่องใช้, เครื่องมือช่าง",道具を使います。,ใช้เครื่องมือ
滑る,すべる,"to slide, to slip",JLPT JLPT_N4,nobw)6B/(-,"ลื่นไถล, เลื่อน, ไถล, หกล้ม",道が滑りやすいです。,ถนนลื่น
それほど,それほど,to that degree; extent,JLPT JLPT_N4,tq|Owona;B,"ในระดับนั้น; ขอบเขต, ขนาดนั้น, ถึงเพียงนั้น, ประมาณนั้น",それほど難しくないです。,ไม่ยากถึงขนาดนั้น
以上,いじょう,more than; this is all,JLPT JLPT_N4,kbfzlR:5u>,"มากกว่านี้; นี่คือทั้งหมด, เกิน, จบสิ้น, พ้น",百点以上取ります。,จะทำคะแนนได้มากกว่าร้อย
